序号,年份,组合,试点,基本苗（万/亩）,最高苗（万/亩）,分蘖率(%),有效穗（万/亩）,成穗率（%）,株高（cm）,穗长（cm）,每穗总粒数,每穗实粒数,结实率(%),千粒重(g),播期（月/日）,栽期（月/日）,秧龄/天,始穗（月/日）,齐穗（月/日）,成熟期（月/日）,全生育期（天）
235,2009,香优206,全椒,4.2,30.6,628.6,19.6,64.1,132.5,21,148.4,106.1,71.5,27.9,4月30日,6月3日,34,8月16日,8月19日,9月16日,139
236,2009,绿102S/5HZ068,省院,4.2,19.2,357.1,12.4,64.6,132,28.5,179.7,132.4,73.6,28,5月5日,6月6日,32,8月15日,8月19日,9月23日,141
237,2009,绿102S/5HZ068,凤阳,3.7,23.6,537.8,14.2,60.2,119,26.2,171.7,154.8,90.2,31,5月7日,6月13日,37,8月23日,8月25日,10月5日,151
238,2009,绿102S/5HZ068,芜湖,5.9,24.4,313.6,17.1,70.1,139.2,29,187.6,151.2,80.6,30.2,5月8日,6月9日,32,8月15日,8月20日,9月21日,136
239,2009,绿102S/5HZ068,六安,5,30.8,516,15.2,49.4,131.7,24.4,188.7,159.3,84.4,29.2,4月28日,5月30日,31,8月14日,8月16日,9月18日,143
240,2009,绿102S/5HZ068,全椒,5.6,32.6,482.1,17.5,53.7,127.3,26.5,163.9,142.7,87.1,29.1,4月30日,6月3日,34,8月8日,8月12日,9月14日,137
241,2009,三丰优6563,省院,3.2,22,587.5,14.8,67.3,127,27.7,212.8,161.2,75.8,26.8,5月5日,6月6日,32,8月9日,8月12日,9月18日,136
242,2009,三丰优6563,凤阳,3.9,24.7,533.3,15.3,61.9,109.5,19.8,129.4,105.7,81.7,30.5,5月7日,6月13日,37,8月19日,8月22日,9月30日,146
243,2009,三丰优6563,芜湖,6.5,25.6,293.8,17.3,67.6,122.7,27.4,158.8,127.5,80.3,28.7,5月8日,6月9日,32,8月8日,8月11日,9月15日,130
244,2009,三丰优6563,六安,4.1,22.8,456.1,14.6,64,128.8,23.9,161.7,119.1,73.7,28,4月28日,5月30日,31,8月9日,8月12日,9月18日,143
245,2009,三丰优6563,全椒,4.2,27.8,561.9,18.5,66.5,127,24.6,165.7,130.3,78.6,28.6,4月30日,6月3日,34,8月9日,8月13日,9月13日,136
246,2009,矮两优138,省院,3.6,17.6,388.9,12.8,72.7,123,21.3,175.6,145.8,83.1,25,5月5日,6月6日,32,8月8日,8月11日,9月18日,136
247,2009,矮两优138,凤阳,3.8,24.9,555.3,15,60.2,110.8,21.4,198.2,165.8,83.7,24.7,5月7日,6月13日,37,8月17日,8月19日,9月26日,142
248,2009,矮两优138,芜湖,8,29.2,265,16.9,57.9,118,23,194.2,154.6,79.6,26.2,5月8日,6月9日,32,8月9日,8月14日,9月13日,128
249,2009,矮两优138,六安,3.4,31.2,817.6,18.5,59.3,121.6,22.8,214.7,188.7,87.9,27.9,4月28日,5月30日,31,8月8日,8月11日,9月15日,140
250,2009,矮两优138,全椒,4.6,29.6,543.5,15.6,52.7,123.7,24.1,203,170.2,83.8,25,4月30日,6月3日,34,8月3日,8月8日,9月15日,138
251,2009,众两优189,省院,3.4,25.6,652.9,13.2,51.6,130,23.8,198.5,167.1,84.2,25.6,5月5日,6月6日,32,8月15日,8月18日,9月23日,141
252,2009,众两优189,凤阳,3.8,24.3,539.5,14.7,60.5,121.2,24,181.7,171.5,94.4,28,5月7日,6月13日,37,8月23日,8月26日,10月5日,151
253,2009,众两优189,芜湖,7.8,28.9,270.5,19.7,68.2,132.3,25.1,179,148.4,82.9,27.1,5月8日,6月9日,32,8月14日,8月18日,9月18日,133
254,2009,众两优189,六安,5.5,37.4,580,15.3,40.9,126.6,22,164.3,137.6,83.7,25.7,4月28日,5月30日,31,8月12日,8月14日,9月19日,144
255,2009,众两优189,全椒,4.8,33.4,595.8,19,56.9,126.5,21,156.6,130.6,83.4,26.1,4月30日,6月3日,34,8月13日,8月18日,9月13日,136
256,2009,豪两优6号,省院,3.4,22.8,570.6,17.6,77.2,130,22.3,189.3,158.8,83.9,24.8,5月5日,6月6日,32,8月14日,8月17日,9月24日,142
257,2009,豪两优6号,凤阳,4.1,23.5,473.2,14.7,62.6,120.1,22.2,168.7,152.6,90.5,26.4,5月7日,6月13日,37,8月22日,8月25日,10月7日,153
258,2009,豪两优6号,芜湖,6.6,25.7,289.4,18.4,71.6,128.4,24.8,193.8,163.8,84.5,25.7,5月8日,6月9日,32,8月13日,8月17日,9月17日,132
259,2009,豪两优6号,六安,4.6,34,639.1,18.9,55.6,129,21.3,178.6,148.3,83,24.9,4月28日,5月30日,31,8月9日,8月12日,9月19日,144
260,2009,豪两优6号,全椒,5.3,38.2,620.8,19.5,51,128.7,20.7,172.1,137.5,79.9,24.1,4月30日,6月3日,34,8月10日,8月17日,9月15日,138
261,2009,天协685,省院,3.8,19.8,421.1,15.4,77.8,134,25.8,216.9,133.5,61.5,26.4,5月5日,6月6日,32,8月11日,8月14日,9月22日,140
262,2009,天协685,凤阳,3.2,20.8,550,14,67.3,131.3,23.4,181.1,158.5,87.5,30.5,5月7日,6月13日,37,8月18日,8月21日,10月4日,150
263,2009,天协685,芜湖,5.9,24.6,316.9,15.8,64.2,124.3,25.5,166.4,139.6,83.9,29.1,5月8日,6月9日,32,8月8日,8月11日,9月16日,131
264,2009,天协685,六安,3.6,25.2,600,15.6,61.9,130.9,22.8,178.3,128.1,71.8,31.6,4月28日,5月30日,31,8月10日,8月12日,9月17日,142
265,2009,天协685,全椒,4.1,22.4,446.3,15.4,68.8,143.3,24,189,150.4,79.6,29.3,4月30日,6月4日,35,8月9日,8月12日,9月16日,139
266,2009,玉优8号,省院,4.6,19.2,317.4,12.1,63,131,27.1,228.9,191.7,83.7,24.4,5月5日,6月6日,32,8月12日,8月15日,9月22日,140
267,2009,玉优8号,凤阳,4.2,19,357.4,12.8,67.4,120.5,23.3,190.2,157.6,82.8,27.5,5月7日,6月13日,37,8月20日,8月23日,10月2日,148
268,2009,玉优8号,芜湖,6.5,25.4,290.8,17.5,68.9,130.9,27.1,172.8,146,84.5,26.8,5月8日,6月9日,32,8月15日,8月19日,9月18日,133
269,2009,玉优8号,六安,4.5,24.4,442.2,16.3,66.8,125,24.4,187.5,131.6,70.2,25.3,4月28日,5月30日,31,8月14日,8月16日,9月19日,144
270,2009,玉优8号,全椒,4.2,25.8,514.3,14.7,57,136.3,25.7,202.6,168.6,83.2,26.9,4月30日,6月4日,35,8月12日,8月17日,9月14日,137
271,2009,两优4286,省院,3.4,28.4,735.3,17,59.9,120,23.1,195.3,152.2,77.9,24.9,5月5日,6月6日,32,8月5日,8月8日,9月12日,130
272,2009,两优4286,凤阳,3.3,21.8,560.6,14.4,66.1,102.5,21.9,210,190.1,90.5,25.3,5月7日,6月13日,37,8月11日,8月15日,9月19日,135
273,2009,两优4286,芜湖,6.8,26.1,283.8,17.6,67.4,118.5,25.8,201.2,171.2,85.1,25.1,5月8日,6月9日,32,8月5日,8月8日,9月5日,120
274,2009,两优4286,六安,5.2,29.6,469.2,20.1,67.9,120,25.7,192.5,176,91.4,26.3,4月28日,5月30日,31,8月3日,8月7日,9月5日,131
275,2009,两优4286,全椒,5.2,36.4,600,18.6,51.1,121.2,24.3,160.2,135.2,84.4,27.1,4月30日,6月4日,35,8月3日,8月6日,9月3日,126
276,2009,冈优806,省院,5.4,18,233.3,15,83.3,140,28.9,206.1,179.9,87.3,30.6,5月5日,6月6日,32,8月9日,8月12日,9月20日,138
277,2009,冈优806,凤阳,2.3,14.6,534.8,12.6,86.3,126.5,24.7,174,153,87.9,33.1,5月7日,6月13日,37,8月17日,8月20日,9月27日,143
278,2009,冈优806,芜湖,7,26,271.4,16.2,62.3,131.7,26.8,186.1,156.3,84,30.7,5月8日,6月9日,32,8月10日,8月15日,9月16日,131
279,2009,冈优806,六安,3.2,23.9,646.9,16.6,69.5,137.8,24.8,165.1,140.1,84.9,31.9,4月28日,5月30日,31,8月10日,8月13日,9月14日,139
280,2009,冈优806,全椒,3.7,24.8,570.3,16.5,66.5,137.7,24.2,165,138.5,83.9,31.3,4月30日,6月4日,35,8月9日,8月13日,9月10日,133
281,2009,丰两优香6,省院,4,26,550,16,61.5,137,20.4,174.7,148.9,85.2,25.2,5月5日,6月6日,32,8月10日,8月13日,9月20日,138
282,2009,丰两优香6,凤阳,3.5,19,442.9,15.8,83.2,111.5,18.7,148,136.1,92,27.3,5月7日,6月13日,37,8月16日,8月20日,9月28日,144
283,2009,丰两优香6,芜湖,7.1,28.4,300,18.1,63.7,134.7,23.7,192.9,148.9,77.2,26.5,5月8日,6月9日,32,8月11日,8月15日,9月17日,132
284,2009,丰两优香6,六安,4.8,26.4,450,15.9,60.2,132.1,22.8,176.2,128.1,72.7,28.6,4月28日,5月30日,31,8月8日,8月11日,9月11日,136
285,2009,丰两优香6,全椒,4.5,31.8,606.7,16.4,51.6,131.5,25.8,196.7,165.2,84,27.2,4月30日,6月4日,35,8月6日,8月10日,9月9日,132
286,2009,两优6188,省院,3.8,20.8,447.4,12,57.7,127,25.9,185.1,137.1,74.1,26.9,5月5日,6月6日,32,8月13日,8月16日,9月25日,143
287,2009,两优6188,凤阳,4.4,20.2,359.1,13.1,64.9,124.5,24.3,201.3,172.1,85.5,30.1,5月7日,6月13日,37,8月19日,8月23日,10月13日,159
288,2009,两优6188,芜湖,6.3,24.8,293.7,18,72.6,129.1,24.5,184,154.1,83.8,28.2,5月8日,6月9日,32,8月17日,8月20日,9月20日,135
289,2009,两优6188,六安,4.3,31,620.9,16.8,54.2,132.3,21.8,175.6,142.4,81.1,26.9,4月28日,5月30日,31,8月12日,8月14日,9月19日,144
290,2009,两优6188,全椒,3.8,28,636.8,17.2,61.4,133.3,23.3,170.8,140.5,82.3,28.1,4月30日,6月4日,35,8月12日,8月17日,9月16日,139
291,2009,广两优807,省院,3.8,24.4,542.1,14.2,58.2,128,24.1,165.2,134.9,81.6,28.3,5月5日,6月6日,32,8月15日,8月18日,9月25日,143
292,2009,广两优807,凤阳,3.8,21.2,457.9,14.2,67,122.5,21.9,196.4,169.8,86.5,28,5月7日,6月13日,37,8月23日,8月26日,10月13日,159
293,2009,广两优807,芜湖,7.6,28.5,275,17.4,61.1,139.9,25.6,166.3,138.7,83.4,27.5,5月8日,6月9日,32,8月18日,8月22日,9月21日,136
294,2009,广两优807,六安,4.6,29.6,543.5,15.4,52,129.6,22.5,161.7,136.6,84.5,27.9,4月28日,5月30日,31,8月15日,8月17日,9月20日,145
295,2009,广两优807,全椒,5,30,500,19.5,65,136.2,22.1,149.4,120,80.3,28,4月30日,6月4日,35,8月13日,8月17日,9月18日,141
296,2009,安两优8号,省院,3.6,20.6,472.2,11.6,56.3,138,22.8,196.8,153.9,78.2,25.2,5月5日,6月6日,32,8月9日,8月12日,9月16日,134
297,2009,安两优8号,凤阳,2.8,18.2,550,12.2,67,107.5,19.6,178.1,164.7,92.1,27.9,5月7日,6月13日,37,8月15日,8月18日,9月25日,141
298,2009,安两优8号,芜湖,6.7,25.7,283.6,18.3,71.2,128.3,22.4,174.6,137.4,78.7,27.9,5月8日,6月9日,32,8月11日,8月15日,9月15日,130
299,2009,安两优8号,六安,3.9,25.4,551.3,15.6,61.4,132.2,21.9,170.4,150.5,88.3,26.6,4月28日,5月30日,31,8月8日,8月11日,9月17日,142
300,2009,安两优8号,全椒,5.3,33.4,530.2,14,41.9,138.2,25.7,199.8,167.1,83.6,29.3,4月30日,6月4日,35,8月4日,8月8日,9月11日,134
301,2009,Ⅱ优838（CK）,省院,5,22.4,348,13.8,61.6,130,24.1,180.1,160.1,88.9,25.7,5月5日,6月6日,32,8月10日,8月13日,9月21日,139
302,2009,Ⅱ优838（CK）,凤阳,2.6,17.8,584.6,13,73,128.6,21.4,177.7,163.3,92.5,29,5月7日,6月13日,37,8月19日,8月21日,10月2日,148
303,2009,Ⅱ优838（CK）,芜湖,7.4,28.2,281.1,17.9,63.5,131,23.2,170.7,141.5,82.9,28.3,5月8日,6月9日,32,8月10日,8月14日,9月17日,132
304,2009,Ⅱ优838（CK）,六安,5,27.2,444,15.6,57.4,130.9,22.3,167.8,133.1,79.3,28.7,4月28日,5月30日,31,8月12日,8月14日,9月17日,142
305,2009,Ⅱ优838（CK）,全椒,5.1,31.6,519.6,16.4,51.9,137,22.5,169.1,140.9,83.3,28.3,4月30日,6月4日,35,8月11日,8月14日,9月14日,137
306,2009,天糯22,省院,4.6,26,465.2,17.2,66.2,117,26.4,126.8,119.5,94.2,29.8,5月5日,6月6日,32,8月11日,8月14日,9月16日,134
307,2009,天糯22,凤阳,3,18.9,530,14,74.1,116.5,20.3,108.3,101.3,93.5,33.3,5月7日,6月13日,37,8月16日,8月20日,9月23日,139
308,2009,天糯22,芜湖,8.1,29.3,261.7,19.4,66.2,125.7,24.9,138.1,112.8,81.7,30.6,5月8日,6月9日,32,8月11日,8月16日,9月13日,128
309,2009,天糯22,六安,3.6,29.4,716.7,16.8,57.1,127.9,22.7,112.3,100.7,89.7,33.4,4月28日,5月30日,31,8月14日,8月16日,9月14日,139
310,2009,天糯22,全椒,4,27.2,580,15.8,58.1,126.3,22.8,130.5,111.7,85.6,31.5,4月30日,6月4日,35,8月12日,8月16日,9月8日,131
311,2009,矮两优443号,省院,3.2,26.8,737.5,12.2,45.5,125,22.5,226.1,188.5,83.3,26.9,5月5日,6月6日,32,8月12日,8月15日,9月21日,139
312,2009,矮两优443号,凤阳,4,18,350,13.2,73.3,117.5,21.5,183.3,161.7,88.2,30.5,5月7日,6月13日,37,8月19日,8月21日,9月27日,143
313,2009,矮两优443号,芜湖,7.7,28.1,264.9,18.2,64.8,123,25.3,177.6,143.5,80.8,27.8,5月8日,6月9日,32,8月12日,8月19日,9月18日,133
314,2009,矮两优443号,六安,4.8,35.2,633.3,16.2,46,126,20.8,154.4,132,85.5,30.1,4月28日,5月30日,31,8月12日,8月14日,9月17日,142
315,2009,矮两优443号,全椒,6,40,566.7,16.5,41.3,128.3,22.5,184.1,160.6,87.2,28.4,4月30日,6月4日,35,8月8日,8月11日,9月14日,137
316,2009,广两优矮93,省院,4.4,24.6,459.1,16.6,67.5,126,23.1,257.3,197.2,76.6,24.8,5月5日,6月6日,32,8月10日,8月13日,9月21日,139
317,2009,广两优矮93,凤阳,3.6,21,483.3,13.2,62.9,101.5,20.8,199,173.3,87.1,30,5月7日,6月13日,37,8月15日,8月18日,9月27日,143
318,2009,广两优矮93,芜湖,6.6,25.9,292.4,16.7,64.5,133.3,23.6,203.8,167.3,82.1,26.9,5月8日,6月9日,32,8月11日,8月16日,9月16日,131
319,2009,广两优矮93,六安,3.2,26,712.5,14.2,54.6,131.9,20.9,175.3,144.3,82.3,24.8,4月28日,5月30日,31,8月9日,8月12日,9月10日,135
320,2009,广两优矮93,全椒,4.9,36.2,638.8,18,49.7,127.7,22.6,172.8,145.5,84.2,26.8,4月30日,6月4日,35,8月4日,8月10日,9月11日,134
321,2009,广两优5号,省院,4,18,350,13.8,76.7,135,23.4,201.2,141.1,70.1,26.3,5月5日,6月6日,32,8月12日,8月15日,9月22日,140
322,2009,广两优5号,凤阳,4.2,21.6,414.7,13.9,64.3,123.5,24.3,201,171.5,85.3,29,5月7日,6月13日,37,8月18日,8月21日,9月30日,146
